title,type,release_year,runtime,imdb_score
Taxi No. 9 2 11,MOVIE,2006,116,7.2
Anbe Sivam,MOVIE,2003,160,8.700000000000000
Gangaajal,MOVIE,2003,157,7.8
Chalte Chalte,MOVIE,2003,175,6.5
Mumbai Meri Jaan,MOVIE,2008,119,7.7
Aamir,MOVIE,2008,99,7.6
Frontiers of Dreams and Fears,MOVIE,2001,56,8.3
Ishq Vishk,MOVIE,2003,145,6.1
The Legend of Bhagat Singh,MOVIE,2002,155,8.1
Under the Bombs,MOVIE,2007,98,7.0
Race,MOVIE,2008,161,6.9
Udaan,MOVIE,2010,138,8.1
Laugh Out Loud,MOVIE,2003,60,7.0
We Are Family,MOVIE,2010,115,5.6
The Beast Stalker,MOVIE,2008,109,6.8
Raajneeti,MOVIE,2010,167,7.1
Edge of the Universe,SHOW,2002,49,7.2
Old Thieves: The Legend of Artegio,MOVIE,2007,97,8.0
Kannathil Muthamittal,MOVIE,2002,137,8.4
Well Done Abba,MOVIE,2010,144,7.2
Palermo Hollywood,MOVIE,2004,113,5.2
Dev.D,MOVIE,2009,144,7.9
Twins Mission,MOVIE,2007,103,5.2
What's Up?,MOVIE,2006,95,2.9
Aagey Se Right,MOVIE,2009,117,5.2
Mighty Raju,SHOW,2010,20,4.2
Krishna Cottage,MOVIE,2004,124,5.1
The Fierce Wife,SHOW,2010,59,6.8
Madness in the Desert,MOVIE,2004,141,8.4
I Hate Luv Storys,MOVIE,2010,129,5.6
C Kkompany,MOVIE,2008,130,5.5
Welcome to Sajjanpur,MOVIE,2008,134,6.9
I Am Kalam,MOVIE,2010,88,8.0
Kyo Kii... Main Jhuth Nahin Bolta,MOVIE,2001,149,5.3
The Kite,MOVIE,2003,80,6.4
Kucch To Hai,MOVIE,2003,142,4.3
The Blue Umbrella,MOVIE,2005,90,7.3
Break Ke Baad,MOVIE,2010,120,5.2
Main Aurr Mrs Khanna,MOVIE,2009,115,3.5
Frank & Cindy,MOVIE,2007,73,7.0
Tum Milo Toh Sahi,MOVIE,2010,127,5.6
Ezra,MOVIE,2007,105,6.4
Chance Pe Dance,MOVIE,2010,121,4.8
Gina Yashere: Skinny B*tch,MOVIE,2008,57,6.5
Agyaat,MOVIE,2009,98,2.9
Falafel,MOVIE,2006,80,6.7
Kuselan,MOVIE,2008,160,4.8
Look for a Star,MOVIE,2009,117,5.6
Zozo,MOVIE,2005,105,6.5
A Love Story,MOVIE,2007,117,6.4
Bosta,MOVIE,2005,112,6.4
Anchor Baby,MOVIE,2010,95,6.3
Shootout at Lokhandwala,MOVIE,2007,145,7.1
The Hospital,SHOW,2006,48,7.4
Da Kath & Kim Code,MOVIE,2005,90,7.3
Interview with a Serial Killer,MOVIE,2008,44,5.9
The Student Cop,MOVIE,2004,110,6.3
Khawatir,SHOW,2005,20,9.6
Dhoondte Reh Jaaoge,MOVIE,2009,135,5.6
Rabun,MOVIE,2003,90,7.7
Life's Speed Bump,MOVIE,2006,110,6.6
Black & White,SHOW,2009,37,7.6
Hattrick,MOVIE,2007,110,4.3
Harishchandrachi Factory,MOVIE,2009,96,8.4
Koi Aap Sa,MOVIE,2005,142,5.5
Menahi,MOVIE,2008,100,6.7
What's Your Raashee?,MOVIE,2009,192,4.8
Talentime,MOVIE,2009,120,7.4
Anthony Kaun Hai?,MOVIE,2006,127,5.2
The Prince Who Turns into a Frog,SHOW,2005,44,6.8
Mission Istaanbul,MOVIE,2008,125,3.4
Fida,MOVIE,2004,122,5.4
Cocaine,SHOW,2005,44,7.1
Breakout,SHOW,2010,44,6.7
Kisaan,MOVIE,2009,100,5.5
My Amnesia Girl,MOVIE,2010,110,6.7
IjÃ©: The Journey,MOVIE,2010,106,7.0
At Dolphin Bay,SHOW,2003,59,6.9
Perazhagan,MOVIE,2004,148,6.4
My MVP Valentine,SHOW,2002,69,6.5
A Very Special Love,MOVIE,2008,105,6.5
Pink Zone,SHOW,2007,15,6.1
Bheem vs Aliens,MOVIE,2010,69,7.7
Unriddle,SHOW,2010,44,8.0
Tango with Me,MOVIE,2010,104,6.3
Chhota Bheem Aur Krishna,MOVIE,2008,69,6.4
Cocomong,SHOW,2008,13,5.6
Once a Gangster,MOVIE,2010,95,5.7
Brother's Shadow,MOVIE,2006,91,6.1
"Do Paise Ki Dhoop, Chaar Aane Ki Baarish",MOVIE,2009,121,6.5
Banyuki,MOVIE,2010,182,7.4
Call the Midwife,SHOW,2012,56,8.5
Hop,MOVIE,2011,95,5.4
"Crazy, Stupid, Love.",MOVIE,2011,118,7.4
New Girl,SHOW,2011,21,7.7
Black Mirror,SHOW,2011,59,8.8
Margin Call,MOVIE,2011,107,7.1
Django Unchained,MOVIE,2012,165,8.4
Longmire,SHOW,2012,53,8.3
Looper,MOVIE,2012,119,7.4
Shameless,SHOW,2011,54,8.6
Happy Endings,SHOW,2011,21,7.8
Argo,MOVIE,2012,120,7.7
Last Tango in Halifax,SHOW,2012,59,8.3
Midnight in Paris,MOVIE,2011,94,7.7
Ink Master,SHOW,2012,42,7.4
Top Boy,SHOW,2011,48,8.4
Warrior,MOVIE,2011,140,8.200000000000000
Hunter x Hunter,SHOW,2011,23,9.0
Les MisÃ©rables,MOVIE,2012,157,7.5
Arrow,SHOW,2012,42,7.5
The Girl with the Dragon Tattoo,MOVIE,2011,158,7.8
Contagion,MOVIE,2011,106,6.8
Battleship,MOVIE,2012,131,5.8
Killing Them Softly,MOVIE,2012,104,6.2
Just Go with It,MOVIE,2011,117,6.4
Dark Shadows,MOVIE,2012,113,6.2
Sherlock Holmes: A Game of Shadows,MOVIE,2011,129,7.4
Silver Linings Playbook,MOVIE,2012,122,7.7
The Legend of Korra,SHOW,2012,23,8.4
Sword Art Online,SHOW,2012,23,7.6
Sucker Punch,MOVIE,2011,110,6.0
The Borgias,SHOW,2011,51,7.9
Ninjago: Masters of Spinjitzu,SHOW,2012,17,7.2
Total Recall,MOVIE,2012,120,6.2
Puella Magi Madoka Magica,SHOW,2011,24,8.3
Project X,MOVIE,2012,88,6.6
Berserk: The Golden Age Arc I - The Egg of the King,MOVIE,2012,76,7.5
Soul Surfer,MOVIE,2011,112,7.0
Transformers: Rescue Bots,SHOW,2012,22,6.4
Final Destination 5,MOVIE,2011,92,5.9
Puss in Boots,MOVIE,2011,79,6.6
Savages,MOVIE,2012,131,6.4
Teen Mom 2,SHOW,2011,41,4.5
Hall Pass,MOVIE,2011,105,5.9
Comedians in Cars Getting Coffee,SHOW,2012,20,8.0
Lilyhammer,SHOW,2012,45,7.9
Rurouni Kenshin Part I: Origins,MOVIE,2012,134,7.4
Unknown,MOVIE,2011,113,6.8
TIGER & BUNNY,SHOW,2011,26,7.3
Fate/Zero,SHOW,2011,25,8.200000000000000
The Rite,MOVIE,2011,114,6.0
Blue Exorcist,SHOW,2011,24,7.5
Barbie: Life in the Dreamhouse,SHOW,2012,6,7.3
Mean Girls 2,MOVIE,2011,96,4.1
A Very Harold & Kumar Christmas,MOVIE,2011,108,6.2
anohana: The Flower We Saw That Day,SHOW,2011,23,8.200000000000000
Magi,SHOW,2012,24,7.8
Cuckoo,SHOW,2012,27,5.9
Thermae Romae,SHOW,2012,27,6.1
Red Riding Hood,MOVIE,2011,100,5.4
My Babysitter's a Vampire,SHOW,2011,22,6.9
Kuroko's Basketball,SHOW,2012,24,8.3
New Year's Eve,MOVIE,2011,113,5.6
The Smurfs,MOVIE,2011,103,5.4
Jack and Jill,MOVIE,2011,91,3.3
Everything Must Go,MOVIE,2011,97,6.4
Rita,SHOW,2012,40,8.1
John Mulaney: New in Town,MOVIE,2012,58,8.200000000000000
Wolverine,SHOW,2011,24,6.2
One Piece Film: Z,MOVIE,2012,108,7.8
LEGO City,SHOW,2011,4,5.0
Arthur Christmas,MOVIE,2011,97,7.1
MeatEater,SHOW,2012,22,7.5
Silenced,MOVIE,2011,125,8.0
A Perfect Ending,MOVIE,2012,110,5.7
Outback Truckers,SHOW,2012,44,7.4
LEGO Friends,SHOW,2012,16,7.6
Quartet,MOVIE,2012,98,6.8
Berserk: The Golden Age Arc II - The Battle for Doldrey,MOVIE,2012,80,7.7
La Reina del Sur,SHOW,2011,42,8.0
Pablo Escobar: The Drug Lord,SHOW,2012,44,8.4
Bill Burr: You People Are All The Same,MOVIE,2012,68,8.200000000000000
Bully,MOVIE,2011,92,7.4
The History of Future Folk,MOVIE,2012,86,7.1
Cloudburst,MOVIE,2011,93,7.2
Donald Glover: Weirdo,MOVIE,2012,65,7.4
A Princess for Christmas,MOVIE,2011,89,6.3
Middle of Nowhere,MOVIE,2012,101,6.5
Zindagi Na Milegi Dobara,MOVIE,2011,166,8.1
Escape from Planet Earth,MOVIE,2012,89,5.8
Sebastian Maniscalco: What's Wrong with People?,MOVIE,2012,75,8.0
Undefeated,MOVIE,2011,113,7.7
Singham,MOVIE,2011,143,6.8
Larva,SHOW,2011,2,7.1
The Ultimate Braai Master,SHOW,2012,45,8.200000000000000
Minecraft: Story Mode,SHOW,2011,62,5.5
Barfi!,MOVIE,2012,151,8.1
EastSiders,SHOW,2012,22,6.8
Smile PreCure!,SHOW,2012,22,6.1
Mosquita y Mari,MOVIE,2012,85,6.3
The Great Magician,MOVIE,2011,128,5.9
Robocar Poli,SHOW,2011,14,5.8
Joan Rivers: Don't Start with Me,MOVIE,2012,68,6.6
Delhi Belly,MOVIE,2011,102,7.6
Naruto Shippuden the Movie: Blood Prison,MOVIE,2011,108,7.1
Maria Bamford: The Special Special Special!,MOVIE,2012,50,7.0
Little Baby Bum,SHOW,2011,5,6.4
Tiger & Bunny: The Beginning,MOVIE,2012,88,6.7
Don't Go Breaking My Heart,MOVIE,2011,115,6.5
Pyaar Ka Punchnama,MOVIE,2011,149,7.7
Big Time Movie,MOVIE,2012,65,6.1
The American Bible Challenge,SHOW,2012,43,6.4
A World Not Ours,MOVIE,2012,93,7.8
Inside West Coast Customs,SHOW,2011,47,7.4
Don 2,MOVIE,2011,139,7.1
A Second Chance,MOVIE,2011,90,4.7
Jeff Dunham: Minding the Monsters,MOVIE,2012,80,7.0
Jeff Dunham: Controlled Chaos,MOVIE,2011,90,7.4
Chillar Party,MOVIE,2011,140,7.5
The Dirty Picture,MOVIE,2011,144,6.6
Kyaa Super Kool Hain Hum,MOVIE,2012,137,5.0
Talaash,MOVIE,2012,149,7.3
Masha's tales,SHOW,2012,5,6.4
El Reemplazante,SHOW,2012,45,8.5
Rowdy Rathore,MOVIE,2012,143,5.9
Blitz Patrollie,MOVIE,2012,101,5.4
OMG: Oh My God!,MOVIE,2012,125,8.1
6 Bullets,MOVIE,2012,115,6.0
Material,MOVIE,2012,94,7.3
Toll Booth,MOVIE,2011,96,6.4
An Elf's Story,MOVIE,2011,24,5.2
Justin Time,SHOW,2011,15,6.0
Without Gorky,MOVIE,2011,58,6.6
Bodyguard,MOVIE,2011,134,4.6
Shaitan,MOVIE,2011,126,7.3
Paan Singh Tomar,MOVIE,2012,135,8.200000000000000
Kath & Kimderella,MOVIE,2012,80,5.3
Game,MOVIE,2011,135,5.2
Lavell Crawford: Can a Brother Get Some Love?,MOVIE,2011,90,6.9
Grandmaster,MOVIE,2012,130,6.9
Arjun: The Warrior Prince,MOVIE,2012,96,6.7
A Beautiful Life,MOVIE,2011,122,6.7
Mugamoodi,MOVIE,2012,162,5.1
Players,MOVIE,2012,165,4.2
Tere Naal Love Ho Gaya,MOVIE,2012,126,5.8
FRED 3: Camp Fred,MOVIE,2012,81,2.0
Kalakalappu,MOVIE,2012,149,6.9
Meet the Adebanjos,SHOW,2012,25,7.6
Katt Williams: Kattpacalypse,MOVIE,2012,60,5.5
No One Killed Jessica,MOVIE,2011,136,7.2
Luv Shuv Tey Chicken Khurana,MOVIE,2012,140,6.6
Ragini MMS,MOVIE,2011,93,5.1
Tom Papa: Live in New York City,MOVIE,2011,57,7.2
10 jours en or,MOVIE,2012,95,6.0
26 Years,MOVIE,2012,135,6.3
7 Khoon Maaf,MOVIE,2011,148,6.2
Asmaa,MOVIE,2011,96,8.1
"All's Well, Ends Well",MOVIE,2012,118,5.1
The Oath,SHOW,2011,44,7.9
Vettai,MOVIE,2012,150,6.0
Tita Rahiba,MOVIE,2012,104,5.2
Ek Main Aur Ekk Tu,MOVIE,2012,110,5.8
Last Flight to Abuja,MOVIE,2012,81,4.5
Michael,MOVIE,2011,97,5.3
Bbuddah Hoga Terra Baap,MOVIE,2011,118,5.6
Shor in the City,MOVIE,2011,107,7.2
Chhota Bheem & Krishna in Mayanagari,MOVIE,2011,66,9.0
Department,MOVIE,2012,141,3.2
Stray Bullet,MOVIE,2011,80,6.3
The Mistress,MOVIE,2012,125,6.3
Inborn Pair,SHOW,2011,43,7.1
Ferrari Ki Sawaari,MOVIE,2012,140,6.4
Zokkomon,MOVIE,2011,109,3.9
Office Girls,SHOW,2011,46,6.9
Chhota Bheem and the Broken Amulet,MOVIE,2012,63,7.5
One More Try,MOVIE,2012,100,5.9
Thaandavam,MOVIE,2012,167,6.1
Aiyyaa,MOVIE,2012,146,4.3
Blood Money,MOVIE,2012,110,5.1
Heroine,MOVIE,2012,140,5.0
Bwakaw,MOVIE,2012,104,7.1
"Love, Now",SHOW,2012,45,7.6
Chota Bheem Aur Ganesh in the Amazing Odyssey,MOVIE,2012,65,7.8
Sisterakas,MOVIE,2012,110,5.2
Masameer,SHOW,2011,0,8.200000000000000
Chhota Bheem In Dholakpur to Kathmandu,MOVIE,2012,70,7.8
The Rise of Kirmada,MOVIE,2012,68,8.0
Husbands in Goa,MOVIE,2012,150,3.8
Drunken to Love You,SHOW,2011,46,6.5
Question Mark,MOVIE,2011,102,7.0
Takki,SHOW,2012,17,6.5
Muran,MOVIE,2011,134,6.3
"Darling, Something's Wrong with Your Head",MOVIE,2011,78,6.7
Phone Swap,MOVIE,2012,111,6.4
Chhota Bheem Master of Shaolin,MOVIE,2011,75,6.3
No Other Woman,MOVIE,2011,104,5.9
Yours Fatefully,SHOW,2012,44,6.8
Moshe Kasher: Live in Oakland,MOVIE,2012,60,6.7
My Friend Pinto,MOVIE,2011,115,5.3
The Mirror Boy,MOVIE,2011,84,4.9
The Glamorous Imperial Concubine,SHOW,2011,47,7.0
Here Comes the Rain,MOVIE,2011,100,6.3
Outlander,SHOW,2014,60,8.4
Peaky Blinders,SHOW,2013,58,8.8
Attack on Titan,SHOW,2013,24,9.0
The Blacklist,SHOW,2013,43,8.0
Married at First Sight,SHOW,2014,64,6.1
Paddington,MOVIE,2014,96,7.2
The Flash,SHOW,2014,42,7.6
Nightcrawler,MOVIE,2014,118,7.8
Gotham,SHOW,2014,43,7.8
Are You The One?,SHOW,2014,41,6.5
Her,MOVIE,2013,126,8.0
42,MOVIE,2013,128,7.5
The Imitation Game,MOVIE,2014,113,8.0
The Call,MOVIE,2013,94,6.7
The 100,SHOW,2014,42,7.6
Big Eyes,MOVIE,2014,106,7.2
How to Get Away with Murder,SHOW,2014,43,8.1
Oldboy,MOVIE,2013,104,5.7
Rush,MOVIE,2013,123,8.1
Reign,SHOW,2013,42,7.5
How to Train Your Dragon 2,MOVIE,2014,102,7.8
Begin Again,MOVIE,2013,104,7.4
The Conjuring,MOVIE,2013,107,7.5
Insidious: Chapter 2,MOVIE,2013,106,6.5
BoJack Horseman,SHOW,2014,26,8.8
House of Cards,SHOW,2013,52,8.700000000000000
Henry Danger,SHOW,2014,24,5.6
A Walk Among the Tombstones,MOVIE,2014,113,6.5
Olympus Has Fallen,MOVIE,2013,119,6.5
The Giver,MOVIE,2014,97,6.4
Orange Is the New Black,SHOW,2013,59,8.1
The Originals,SHOW,2013,43,8.3
Jane the Virgin,SHOW,2014,42,7.8
Creep,MOVIE,2014,77,6.3
St. Vincent,MOVIE,2014,102,7.2
Marco Polo,SHOW,2014,55,8.0
Wentworth,SHOW,2013,46,8.6
Madam Secretary,SHOW,2014,43,7.6
The Green Inferno,MOVIE,2013,100,5.3
Dark Skies,MOVIE,2013,97,6.3
KILL la KILL,SHOW,2013,25,7.9
The Frozen Ground,MOVIE,2013,105,6.4
Z Nation,SHOW,2014,43,6.6
From Dusk Till Dawn: The Series,SHOW,2014,45,6.9
Empire State,MOVIE,2013,94,5.2
Derek,SHOW,2013,26,8.1
Shrek the Musical,MOVIE,2013,130,6.9
The Butler,MOVIE,2013,132,7.2
The Thundermans,SHOW,2013,24,5.6
Hemlock Grove,SHOW,2013,49,7.0
Scary Movie 5,MOVIE,2013,86,3.5
The Seven Deadly Sins,SHOW,2014,24,7.9
Sofia the First,SHOW,2013,24,6.8
Sailor Moon Crystal,SHOW,2014,24,7.8
Cloudy with a Chance of Meatballs 2,MOVIE,2013,95,6.3
Lovesick,SHOW,2014,24,8.1
Shtisel,SHOW,2013,48,8.6
The Chase,SHOW,2013,44,7.5
Penguins of Madagascar,MOVIE,2014,92,6.6
Texas Chainsaw 3D,MOVIE,2013,92,4.8
Jackass Presents: Bad Grandpa .5,MOVIE,2014,86,6.3
The Night Shift,SHOW,2014,42,7.5
The Next Step,SHOW,2013,24,5.9
Mr. Peabody & Sherman,MOVIE,2014,92,6.8
Vampire Academy,MOVIE,2014,104,5.4
"I, Frankenstein",MOVIE,2014,92,5.1
Seventh Son,MOVIE,2014,120,5.5
Velvet,SHOW,2014,57,8.1
Zach Stone Is Gonna Be Famous,SHOW,2013,20,8.3
Sabotage,MOVIE,2014,109,5.7
The Irregular at Magic High School,SHOW,2014,24,7.1
The Railway Man,MOVIE,2013,116,7.1
Resurrection: Ertugrul,SHOW,2014,57,7.9
Dreamworks How to Train Your Dragon Legends,SHOW,2013,17,7.3
Life of Crime,MOVIE,2013,94,5.8
Get on Up,MOVIE,2014,139,6.9
Rabbids Invasion,SHOW,2013,10,5.5
The November Man,MOVIE,2014,108,6.3
The Cat in the Hat Knows a Lot About That!,SHOW,2013,19,6.4
The Nut Job,MOVIE,2014,85,5.7
Girlfriends' Guide to Divorce,SHOW,2014,42,6.9
Brick Mansions,MOVIE,2014,90,5.6
The Big Wedding,MOVIE,2013,90,5.6
Tiny House Nation,SHOW,2014,43,7.1
Talking Tom and Friends,SHOW,2014,11,6.1
The Battered Bastards of Baseball,MOVIE,2014,80,8.0
Who Am I,MOVIE,2014,105,7.5
Ever After High,SHOW,2013,30,7.7
Yowamushi Pedal,SHOW,2013,24,7.7
Sam & Cat,SHOW,2013,24,5.6
Bo Burnham: What.,MOVIE,2013,60,8.3
The Smurfs 2,MOVIE,2013,105,5.3
Metallica: Through the Never,MOVIE,2013,93,7.1
Walk of Shame,MOVIE,2014,95,6.0
Search Party,MOVIE,2014,93,5.6
Stand by Me Doraemon,MOVIE,2014,90,7.3
Thanks for Sharing,MOVIE,2013,112,6.4
Copenhagen,MOVIE,2014,98,7.1
Cowspiracy: The Sustainability Secret,MOVIE,2014,90,8.200000000000000
The Heirs,SHOW,2013,59,7.5
The Haunting in Connecticut 2: Ghosts of Georgia,MOVIE,2013,101,5.2
Young & Hungry,SHOW,2014,21,7.3
Mike Birbiglia: My Girlfriend's Boyfriend,MOVIE,2013,75,8.0
Elena,MOVIE,2013,82,7.6
"Nicky, Ricky, Dicky & Dawn",SHOW,2014,23,5.1
Berserk: The Golden Age Arc III - The Advent,MOVIE,2013,110,7.8
Bill Burr: I'm Sorry You Feel That Way,MOVIE,2014,80,8.3
The Haunted Hathaways,SHOW,2013,24,5.0
A Haunted House 2,MOVIE,2014,86,4.6
Black Money Love,SHOW,2014,90,7.4
Angry Birds Toons,SHOW,2013,2,6.2
We Steal Secrets: The Story of WikiLeaks,MOVIE,2013,162,6.9
Effie Gray,MOVIE,2014,85,6.0
Free Birds,MOVIE,2013,91,5.8
The Square,MOVIE,2013,88,8.1
The Short Game,MOVIE,2013,100,7.3
PK,MOVIE,2014,153,8.200000000000000
Underdogs,MOVIE,2013,106,6.5
Jinxed,MOVIE,2013,70,6.4
Mako Mermaids: An H2O Adventure,SHOW,2013,25,6.7
Swearnet: The Movie,MOVIE,2014,112,6.1
Tiger & Bunny: The Rising,MOVIE,2014,101,6.8
Selfie,MOVIE,2014,123,6.0
Virunga,MOVIE,2014,90,8.200000000000000
Tom Segura: Completely Normal,MOVIE,2014,74,7.7
Buddies,MOVIE,2013,94,6.6
Chennai Express,MOVIE,2013,141,6.1
Lalaloopsy,SHOW,2013,23,6.4
Senora Acero,SHOW,2014,43,6.8
Monty Python: The Meaning of Live,MOVIE,2014,96,7.6
Pac-Man and the Ghostly Adventures,SHOW,2013,22,4.8
Zbrodnia,SHOW,2014,45,6.2
LEGO DC Comics Super Heroes: Batman Be-Leaguered,MOVIE,2014,22,6.5
Black Ink Crew New York,SHOW,2013,41,4.6
Nagi-Asu: A Lull in the Sea,SHOW,2013,23,7.3
The Berlin File,MOVIE,2013,120,6.6
Omar,MOVIE,2013,96,7.5
Moving Art,SHOW,2014,28,8.6
VeggieTales in the House,SHOW,2014,18,4.3
Dabbe: The Possession,MOVIE,2013,120,6.8
Haider,MOVIE,2014,150,8.1
2 States,MOVIE,2014,149,6.9
Booba,SHOW,2014,4,7.0
20 Minutes,SHOW,2013,45,7.3
A Fairly Odd Summer,MOVIE,2014,68,4.0
Blind Detective,MOVIE,2013,130,6.4
The Boss: Anatomy of a Crime,MOVIE,2014,98,7.3
DÃ©rapages,SHOW,2014,53,7.9
Dokidoki! PreCure,SHOW,2013,23,6.3
Khoobsurat,MOVIE,2014,130,6.5
Monty Python: Live (Mostly),MOVIE,2014,138,7.6
Miss Granny,MOVIE,2014,124,7.2
Highway,MOVIE,2014,133,7.6
Queen,MOVIE,2014,146,8.200000000000000
Expelled from Paradise,MOVIE,2014,104,6.7
Masha's Spooky Stories,SHOW,2014,5,6.1
All Hail King Julien,SHOW,2014,23,7.0
Some Assembly Required,SHOW,2014,25,8.5
Incomplete Life,SHOW,2014,73,8.6
Jim Gaffigan: Obsessed,MOVIE,2014,70,7.6
Mission Blue,MOVIE,2014,94,7.9
ABCD,MOVIE,2013,136,6.3
Pedal the World,MOVIE,2014,84,5.0
City of God: 10 Years Later,MOVIE,2013,69,6.4
Birth Reborn,MOVIE,2013,91,7.8
Bombay Talkies,MOVIE,2013,127,6.6
Kai Po Che!,MOVIE,2013,126,7.8
My Beautiful Broken Brain,MOVIE,2014,84,7.1
Mitt,MOVIE,2014,93,6.9
Ragini MMS 2,MOVIE,2014,120,3.9
Fukrey,MOVIE,2013,137,6.9
Dedh Ishqiya,MOVIE,2014,152,7.0
Hasee Toh Phasee,MOVIE,2014,141,6.8
Pizza,MOVIE,2014,107,6.2
Ankhon Dekhi,MOVIE,2014,104,8.0
"Raja, Rasoi Aur Anya Kahaniyaan",SHOW,2014,29,9.0
Boss,MOVIE,2013,143,5.3
"That Winter, the Wind Blows",SHOW,2013,63,7.6
Tea Time,MOVIE,2014,70,7.6
When Love Happens,MOVIE,2014,109,4.8
Mary Kom,MOVIE,2014,122,6.9
Dharmakshetra,SHOW,2014,44,8.200000000000000
Four Sisters and a Wedding,MOVIE,2013,126,7.2
Special 26,MOVIE,2013,144,8.0
Once Upon a Time in Mumbai Dobaara!,MOVIE,2013,160,4.6
Swearnet Live,MOVIE,2014,75,5.4
Jim Jefferies: Bare,MOVIE,2014,76,8.0
Dabbe 5: Zehr-i Cin,MOVIE,2014,132,6.0
The Perfect Dictatorship,MOVIE,2014,143,7.2
Imperial Dreams,MOVIE,2014,87,6.7
Liar's Dice,MOVIE,2013,104,6.8
El Mago Pop,MOVIE,2013,44,6.8
Humpty Sharma Ki Dulhania,MOVIE,2014,133,6.0
Print the Legend,MOVIE,2014,100,7.0
The Butterfly's Dream,MOVIE,2013,138,7.8
Jeff Dunham: All Over the Map,MOVIE,2014,41,7.1
Against the Tide,SHOW,2014,44,7.6
Bride for Rent,MOVIE,2014,115,6.4
Ghanchakkar,MOVIE,2013,137,5.8
Aziz Ansari: Buried Alive,MOVIE,2013,79,7.2
Marc Maron: Thinky Pain,MOVIE,2013,90,7.3
Naan Sigappu Manithan,MOVIE,2014,161,6.5
Turbo FAST,SHOW,2013,19,6.5
Born in Gaza,MOVIE,2014,69,7.4
Romantik Komedi 2: BekarlÄ±ÄŸa Veda,MOVIE,2013,105,5.1
Free to Play,MOVIE,2014,75,7.9
"The Other One: The Long, Strange Trip of Bob Weir",MOVIE,2014,85,7.3
Inkaar,MOVIE,2013,133,6.2
Sammy & Co,SHOW,2014,14,5.6
Coming Soon,MOVIE,2014,134,7.5
The Midas Touch,MOVIE,2013,99,5.0
Refugiado,MOVIE,2014,95,6.4
Ralphie May: Imperfectly Yours,MOVIE,2013,69,5.4
Wedding Association,MOVIE,2013,106,7.1
Heritages,MOVIE,2014,96,7.3
Race 2,MOVIE,2013,150,5.3
Madras Cafe,MOVIE,2013,130,7.7
Deliha,MOVIE,2014,107,4.5
Confusion Na Wa,MOVIE,2013,105,7.0
Saheb Biwi Aur Gangster Returns,MOVIE,2013,142,6.7
Ungli,MOVIE,2014,114,5.8
Chashme Baddoor,MOVIE,2013,120,5.4
SampleThis,MOVIE,2013,85,6.4
The War Against Women,MOVIE,2013,62,7.3
Ghadi,MOVIE,2013,100,7.3
Eyes of a Thief,MOVIE,2014,98,6.6
01-Oct,MOVIE,2014,149,6.4
Mars at Sunrise,MOVIE,2014,75,7.8
Satyagraha,MOVIE,2013,152,5.9
Bhaji in Problem,MOVIE,2013,130,7.3
Pagpag: Nine Lives,MOVIE,2013,105,5.5
Blind Intersections,MOVIE,2013,87,6.7
Trailer Park Boys: Live at the North Pole,MOVIE,2014,88,6.7
Must Be... Love,MOVIE,2013,100,6.4
She's The One,MOVIE,2013,110,6.3
Trailer Park Boys - Live in F**kin' Dublin,MOVIE,2014,81,6.2
SDU: Sex Duties Unit,MOVIE,2013,94,5.9
Theeya Velai Seiyyanum Kumaru,MOVIE,2013,125,5.1
Settai,MOVIE,2013,136,4.5
Raja Natwarlal,MOVIE,2014,141,6.1
Chhota Bheem in the Incan Adventure,MOVIE,2013,64,7.4
Anjaan,MOVIE,2014,170,5.3
Cold Harbour,MOVIE,2014,93,5.2
Himmatwala,MOVIE,2013,150,1.7
Na Bangaaru Talli,MOVIE,2014,116,7.2
What the Fish,MOVIE,2013,98,5.2
My Own Man,MOVIE,2014,82,6.4
One by Two,MOVIE,2014,139,3.9
The Land of Cards,MOVIE,2013,110,5.6
Starting Over Again,MOVIE,2014,130,8.3
It Takes a Man and a Woman,MOVIE,2013,120,6.7
Chelsea Handler: Uganda Be Kidding Me Live,MOVIE,2014,71,5.8
Wyatt Cenac: Brooklyn,MOVIE,2014,67,6.3
Xenos,MOVIE,2013,12,7.8
Seven Souls in the Skull Castle,MOVIE,2013,179,7.3
Boss & Me,SHOW,2014,45,7.3
D.L. Hughley: Clear,MOVIE,2014,59,6.9
Giraffada,MOVIE,2014,85,6.3
Bobby Jasoos,MOVIE,2014,121,5.5
Grandmother's Farm,MOVIE,2013,71,2.9
Anaamika,MOVIE,2014,124,5.5
Mumbai Delhi Mumbai,MOVIE,2014,120,5.7
A Place in the Stars,MOVIE,2014,112,6.2
That Thing Called Tadhana,MOVIE,2014,110,7.4
Gori Tere Pyaar Mein,MOVIE,2013,150,4.9
She's Dating the Gangster,MOVIE,2014,105,7.0
Deewana Main Deewana,MOVIE,2013,107,2.6
Two Fathers,SHOW,2013,44,8.0
Sommore: Chandelier Status,MOVIE,2013,75,6.6
E-Team,MOVIE,2014,88,7.1
The Royal Bengal Tiger,MOVIE,2014,107,6.9
Chhota Bheem & Krishna vs Zimbara,MOVIE,2013,64,8.6
Gollu Aur Pappu,MOVIE,2014,112,3.8
Mystic Whispers,SHOW,2014,26,6.9
The Amazing Praybeyt Benjamin,MOVIE,2014,105,4.0
Diamonds in the Sky,MOVIE,2014,132,7.4
Chhota Bheem Neeli Pahaadi,MOVIE,2013,63,8.5
